,folder,file_path,extension,width,height,num_channels,label,ratio
6311,cavallo,data\raw-img\cavallo\OIP-lzLu0YbWUkGhUtFAntKISQAAAA.jpeg,.jpeg,300,200,3,horse,1.5
6312,cavallo,data\raw-img\cavallo\OIP-l_-1m3TEMnaVXZw9Ys2UhgHaE7.jpeg,.jpeg,300,200,3,horse,1.5
6313,cavallo,data\raw-img\cavallo\OIP-L_-MH8XirriVyPzV20WO4AHaD6.jpeg,.jpeg,300,159,3,horse,1.887
6314,cavallo,data\raw-img\cavallo\OIP-L_Xld2dqU7AWBQYaeHwiHQHaFc.jpeg,.jpeg,300,221,3,horse,1.357
6315,cavallo,data\raw-img\cavallo\OIP-L__JnPZRytR00r0S3PXOrwHaNK.jpeg,.jpeg,169,300,3,horse,0.563
6316,cavallo,data\raw-img\cavallo\OIP-m1BAOyYIeNP5PoE4kDsq8gHaFv.jpeg,.jpeg,300,233,3,horse,1.288
6317,cavallo,data\raw-img\cavallo\OIP-m1r4jaKyJeQs7kqyUcgwYwHaFS.jpeg,.jpeg,300,214,3,horse,1.402
6318,cavallo,data\raw-img\cavallo\OIP-M2MYnr3L3A17NfdITKFrCAHaE8.jpeg,.jpeg,300,200,3,horse,1.5
6319,cavallo,data\raw-img\cavallo\OIP-M2rnmB_tmTEy-9KLha6VFQHaFj.jpeg,.jpeg,300,225,3,horse,1.333
6320,cavallo,data\raw-img\cavallo\OIP-m3OsusBDdL5RMxmwvmDBUAHaFj.jpeg,.jpeg,300,225,3,horse,1.333
6321,cavallo,data\raw-img\cavallo\OIP-m3RspVzf_Pb3-xhzXJggHAHaEK.jpeg,.jpeg,300,169,3,horse,1.775
6322,cavallo,data\raw-img\cavallo\OIP-m3XLqXcdYjGS7xL4FJz-HQCbEs.jpeg,.jpeg,155,300,3,horse,0.517
6323,cavallo,data\raw-img\cavallo\OIP-M44zTez9Jvmpo2y2yBkvvQHaE8.jpeg,.jpeg,300,200,3,horse,1.5
6324,cavallo,data\raw-img\cavallo\OIP-m4hSfpYm8G9IedWeKol5bgHaE-.jpeg,.jpeg,300,202,3,horse,1.485
6325,cavallo,data\raw-img\cavallo\OIP-M8S02hDck1cOonm3KRo-8gHaF1.jpeg,.jpeg,300,237,3,horse,1.266
6326,cavallo,data\raw-img\cavallo\OIP-m93_KxkOiMnyVkUDuAAjqwHaF6.jpeg,.jpeg,300,240,3,horse,1.25
6327,cavallo,data\raw-img\cavallo\OIP-M99HMGZTsfYckNZVIyVlegHaE7.jpeg,.jpeg,300,200,3,horse,1.5
6328,cavallo,data\raw-img\cavallo\OIP-M9mh5Tx4v-9ojJ3U9lq02AHaG-.jpeg,.jpeg,300,283,3,horse,1.06
6329,cavallo,data\raw-img\cavallo\OIP-MA7GygPIUB1G-yS5Ks3sDwHaFV.jpeg,.jpeg,300,216,3,horse,1.389
6330,cavallo,data\raw-img\cavallo\OIP-MAndJxsO2tYmgYRAeB3MiwHaFL.jpeg,.jpeg,300,210,3,horse,1.429
6331,cavallo,data\raw-img\cavallo\OIP-mb068uVXcUZf2gIiGNquUQHaFj.jpeg,.jpeg,300,225,3,horse,1.333
6332,cavallo,data\raw-img\cavallo\OIP-mcFlB07ZP1XdTwsljeKkTQHaGg.jpeg,.jpeg,300,264,3,horse,1.136
6333,cavallo,data\raw-img\cavallo\OIP-mCKYdLEVtjncH1mMgEPUoAAAAA.jpeg,.jpeg,300,240,3,horse,1.25
6334,cavallo,data\raw-img\cavallo\OIP-McQloulcmTR93NWNoHOjpQHaHu.jpeg,.jpeg,288,300,3,horse,0.96
6335,cavallo,data\raw-img\cavallo\OIP-Mdig2TN0J_BAy8rBPMZg2gHaFK.jpeg,.jpeg,300,209,3,horse,1.435
6336,cavallo,data\raw-img\cavallo\OIP-mdvOxIWAyReAoEJcMk5z4wHaJ4.jpeg,.jpeg,225,300,3,horse,0.75
6337,cavallo,data\raw-img\cavallo\OIP-me7nmDgO_QwDyzj7q3L7PAHaFj.jpeg,.jpeg,300,225,3,horse,1.333
6338,cavallo,data\raw-img\cavallo\OIP-mEamMBmYSLfHIUf5X_Aq4gHaEo.jpeg,.jpeg,300,188,3,horse,1.596
6339,cavallo,data\raw-img\cavallo\OIP-meBPE4Nf9NXZKZUo52pZ_QHaHE.jpeg,.jpeg,300,287,3,horse,1.045
6340,cavallo,data\raw-img\cavallo\OIP-meXqwFPI_kE6ieGkkWlxvwHaIu.jpeg,.jpeg,255,300,3,horse,0.85
6341,cavallo,data\raw-img\cavallo\OIP-MFTKUxs3So5otxWStfPiuwHaFj.jpeg,.jpeg,300,225,3,horse,1.333
6342,cavallo,data\raw-img\cavallo\OIP-MFWSNTF_alIdJUMpIfjpIQHaE3.jpeg,.jpeg,300,197,3,horse,1.523
6343,cavallo,data\raw-img\cavallo\OIP-MGfxtnsNdpq8Wcoz4VlOXwAAAA.jpeg,.jpeg,207,300,3,horse,0.69
6344,cavallo,data\raw-img\cavallo\OIP-mhdVio3Q-Nfg_5FFz4cWzgHaFY.jpeg,.jpeg,300,218,3,horse,1.376
6345,cavallo,data\raw-img\cavallo\OIP-mHkeymVu2LvoKmYynFeRZAHaF7.jpeg,.jpeg,300,240,3,horse,1.25
6346,cavallo,data\raw-img\cavallo\OIP-mH_cYFSUpMyu9SYmEXoEfAHaGB.jpeg,.jpeg,277,225,3,horse,1.231
6347,cavallo,data\raw-img\cavallo\OIP-MI6fqkPof4tYcMoEHVsF_wHaE9.jpeg,.jpeg,300,201,3,horse,1.493
6348,cavallo,data\raw-img\cavallo\OIP-Miid6_qOZFgWM6jLztB8ogHaEv.jpeg,.jpeg,300,192,3,horse,1.562
6349,cavallo,data\raw-img\cavallo\OIP-mIyiKZImUWDuxlwQayFXtAHaFj.jpeg,.jpeg,300,225,3,horse,1.333
6350,cavallo,data\raw-img\cavallo\OIP-Mi_Kr7nRGoXrbSxPITyz-QHaHa.jpeg,.jpeg,300,300,3,horse,1.0
6351,cavallo,data\raw-img\cavallo\OIP-Mj7meAJqV2ZKzcq8CT__jAHaLH.jpeg,.jpeg,200,300,3,horse,0.667
6352,cavallo,data\raw-img\cavallo\OIP-mJntGvSkpSMQmYqHbYntXwHaHw.jpeg,.jpeg,287,300,3,horse,0.957
6353,cavallo,data\raw-img\cavallo\OIP-MKi9u8rOMF8jNUhvtmUXLgHaHo.jpeg,.jpeg,292,300,3,horse,0.973
6354,cavallo,data\raw-img\cavallo\OIP-MkL2CH1KWMMKoJrKEi4bSAHaE7.jpeg,.jpeg,300,200,3,horse,1.5
6355,cavallo,data\raw-img\cavallo\OIP-mkQUDdZpzu-xX1TV5H3HnwHaE8.jpeg,.jpeg,300,200,3,horse,1.5
6356,cavallo,data\raw-img\cavallo\OIP-MKRtnHAnGBzhecnkpOb3QgHaFO.jpeg,.jpeg,300,212,3,horse,1.415
6357,cavallo,data\raw-img\cavallo\OIP-mlDwOgUmQ665AQLjUQIsMQHaFj.jpeg,.jpeg,300,225,3,horse,1.333
6358,cavallo,data\raw-img\cavallo\OIP-Ml_8hYXTIdHK7rH-sI3eTwEsER.jpeg,.jpeg,261,238,3,horse,1.097
6359,cavallo,data\raw-img\cavallo\OIP-MMg9tX0oTA2ahhJHg1zKhAHaEc.jpeg,.jpeg,300,180,3,horse,1.667
6360,cavallo,data\raw-img\cavallo\OIP-MmhkWFHFmRcxYqzbfxTZfQHaGX.jpeg,.jpeg,300,258,3,horse,1.163
6361,cavallo,data\raw-img\cavallo\OIP-mmKjLOMmmDjimLhJTbqWzgAAAA.jpeg,.jpeg,300,205,3,horse,1.463
6362,cavallo,data\raw-img\cavallo\OIP-mmlluXOB6wYSXU8Bdf4SCAHaFw.jpeg,.jpeg,300,233,3,horse,1.288
6363,cavallo,data\raw-img\cavallo\OIP-MMN7cYRKZKnSxzZOjtkMqQHaHA.jpeg,.jpeg,300,284,3,horse,1.056
6364,cavallo,data\raw-img\cavallo\OIP-MN4GyQrKX-N-MgaL_aHPagHaLG.jpeg,.jpeg,201,300,3,horse,0.67
6365,cavallo,data\raw-img\cavallo\OIP-MNFCJvDPppHnZ7veZ1eEbwHaLH.jpeg,.jpeg,200,300,3,horse,0.667
6366,cavallo,data\raw-img\cavallo\OIP-mNHMg9dEdZxf7ASi-gsIBAHaEI.jpeg,.jpeg,300,168,3,horse,1.786
6367,cavallo,data\raw-img\cavallo\OIP-mNhV1Mh01BQUPuFwdxA7vwHaFj.jpeg,.jpeg,300,225,3,horse,1.333
6368,cavallo,data\raw-img\cavallo\OIP-MnOVRFGfJ0oI3wtkbNX8AgHaGM.jpeg,.jpeg,300,251,3,horse,1.195
6369,cavallo,data\raw-img\cavallo\OIP-MoUxuGO8IHDquvNKhOnULQDMEy.jpeg,.jpeg,200,300,3,horse,0.667
6370,cavallo,data\raw-img\cavallo\OIP-moZmvAqYJNdRV6DzHydnmAHaE8.jpeg,.jpeg,300,200,3,horse,1.5
6371,cavallo,data\raw-img\cavallo\OIP-MPGvQgX0lOr7TGs2hvweOwHaGW.jpeg,.jpeg,300,257,3,horse,1.167
6372,cavallo,data\raw-img\cavallo\OIP-MpjOv0_8Z_cwONpORF1FWQHaFj.jpeg,.jpeg,300,225,3,horse,1.333
6373,cavallo,data\raw-img\cavallo\OIP-mQ9s7HHCvQvkWt_z5yDWUAAAAA.jpeg,.jpeg,300,240,3,horse,1.25
6374,cavallo,data\raw-img\cavallo\OIP-mQKO58DsMrkKuRHVOBoK3wHaFj.jpeg,.jpeg,300,225,3,horse,1.333
6375,cavallo,data\raw-img\cavallo\OIP-mqLF153Qcn7dGv72rrQ6-AHaE8.jpeg,.jpeg,300,200,3,horse,1.5
6376,cavallo,data\raw-img\cavallo\OIP-MQzVRrBEw42oLBJjU74F7wHaE8.jpeg,.jpeg,300,200,3,horse,1.5
6377,cavallo,data\raw-img\cavallo\OIP-MR2edGqTXhHOYr03OxiNhAHaGp.jpeg,.jpeg,300,269,3,horse,1.115
6378,cavallo,data\raw-img\cavallo\OIP-MrDH6mmQEtmxfDD9Qcw23AHaFj.jpeg,.jpeg,300,225,3,horse,1.333
6379,cavallo,data\raw-img\cavallo\OIP-mS7p_MXrzECj1oDEE6NUpAHaE7.jpeg,.jpeg,300,200,3,horse,1.5
6380,cavallo,data\raw-img\cavallo\OIP-MsiRfa_w5HC9d_UrRfMX4AHaFv.jpeg,.jpeg,300,233,3,horse,1.288
6381,cavallo,data\raw-img\cavallo\OIP-mStyj4nM-7TEnBzuyDnLdQHaF3.jpeg,.jpeg,300,238,3,horse,1.261
6382,cavallo,data\raw-img\cavallo\OIP-mtet7i1wGE89Hev4mDwoTgHaIF.jpeg,.jpeg,276,300,3,horse,0.92
6383,cavallo,data\raw-img\cavallo\OIP-mtKaPV4nld4NiXW8zwR41AHaKK.jpeg,.jpeg,219,300,3,horse,0.73
6384,cavallo,data\raw-img\cavallo\OIP-mu0b62DYkzqFPPTi62IuwwAAAA.jpeg,.jpeg,300,263,3,horse,1.141
6385,cavallo,data\raw-img\cavallo\OIP-MuD7TVUXq4IzCAhGBJ3rUAHaFC.jpeg,.jpeg,300,204,3,horse,1.471
6386,cavallo,data\raw-img\cavallo\OIP-MUFZIBBF8ofJbnvJG9viFAHaHf.jpeg,.jpeg,297,300,3,horse,0.99
6387,cavallo,data\raw-img\cavallo\OIP-MuhoAe1ffuspcdJM0wOoLgHaEK.jpeg,.jpeg,300,169,3,horse,1.775
6388,cavallo,data\raw-img\cavallo\OIP-mUM5BXZca-ljAZi28YuNvQHaE6.jpeg,.jpeg,300,199,3,horse,1.508
6389,cavallo,data\raw-img\cavallo\OIP-muo6iSCQ2JWcSAgWuowklgHaE6.jpeg,.jpeg,300,199,3,horse,1.508
6390,cavallo,data\raw-img\cavallo\OIP-Mu_KOnmsDqL3W_tLo-vUDAHaEd.jpeg,.jpeg,300,181,3,horse,1.657
6391,cavallo,data\raw-img\cavallo\OIP-mVi1hZuktmqik4bPvjwR5gHaE7.jpeg,.jpeg,300,200,3,horse,1.5
6392,cavallo,data\raw-img\cavallo\OIP-Mvizh_pyh9i1ZeBPOW3ujQHaFj.jpeg,.jpeg,300,225,3,horse,1.333
6393,cavallo,data\raw-img\cavallo\OIP-MwFXI4MkHT-sSutR2HMODgHaGP.jpeg,.jpeg,300,253,3,horse,1.186
6394,cavallo,data\raw-img\cavallo\OIP-mWprovvdR84fql6nATpclQHaFs.jpeg,.jpeg,300,231,3,horse,1.299
6395,cavallo,data\raw-img\cavallo\OIP-MwRIeVPADCL8bS1-eARpwwHaF7.jpeg,.jpeg,300,240,3,horse,1.25
6396,cavallo,data\raw-img\cavallo\OIP-MwwyHSyE__zZIfW4YNmscAHaFj.jpeg,.jpeg,300,225,3,horse,1.333
6397,cavallo,data\raw-img\cavallo\OIP-MWWYimVnEmYv1BnY1M-KtgHaE8.jpeg,.jpeg,300,200,3,horse,1.5
6398,cavallo,data\raw-img\cavallo\OIP-mXdP1yne2ZXQaJ8SGtaLhAAAAA.jpeg,.jpeg,300,230,3,horse,1.304
6399,cavallo,data\raw-img\cavallo\OIP-mXtQWtiUcL3bwYT4hLM_KwHaJ0.jpeg,.jpeg,227,300,3,horse,0.757
6400,cavallo,data\raw-img\cavallo\OIP-MyxQ1kpdxX2q7HGg3Dxv2wHaFP.jpeg,.jpeg,300,213,3,horse,1.408
6401,cavallo,data\raw-img\cavallo\OIP-mz--tbYbIhs0xS0wHrwUbgHaEo.jpeg,.jpeg,300,188,3,horse,1.596
6402,cavallo,data\raw-img\cavallo\OIP-Mz8CFHQlGQXfsxwEunEyawAAAA.jpeg,.jpeg,238,195,3,horse,1.221
6403,cavallo,data\raw-img\cavallo\OIP-mzy08A-ueJ9p4SkCaqTJOwHaE6.jpeg,.jpeg,300,199,3,horse,1.508
6404,cavallo,data\raw-img\cavallo\OIP-m_Mn3yANfI1j8Dxi6YmlnwAAAA.jpeg,.jpeg,300,263,3,horse,1.141
6405,cavallo,data\raw-img\cavallo\OIP-n-EINTP3XbIlzsvU1ZRE6QHaEo.jpeg,.jpeg,300,188,3,horse,1.596
6406,cavallo,data\raw-img\cavallo\OIP-N-RyL5glDIk4V9SMqnYIjgHaI2.jpeg,.jpeg,252,300,3,horse,0.84
6407,cavallo,data\raw-img\cavallo\OIP-n-__jtOwF5IcAeBy2UfVGQHaJY.jpeg,.jpeg,237,300,3,horse,0.79
6408,cavallo,data\raw-img\cavallo\OIP-N1j3WzlCZKqg5sfjXeodIQHaEK.jpeg,.jpeg,300,169,3,horse,1.775
6409,cavallo,data\raw-img\cavallo\OIP-n2qW2MELVgWOuAkxNzAKyAHaDG.jpeg,.jpeg,300,126,3,horse,2.381
6410,cavallo,data\raw-img\cavallo\OIP-N413ME6mAl4K8kulNOIc1wHaFc.jpeg,.jpeg,300,221,3,horse,1.357
6411,cavallo,data\raw-img\cavallo\OIP-N5UDFTE8qWPeVpSHN0qAWgHaC0.jpeg,.jpeg,300,114,3,horse,2.632
6412,cavallo,data\raw-img\cavallo\OIP-N7dSpGEf_7oUVrjsLUR-jwHaE7.jpeg,.jpeg,300,200,3,horse,1.5
6413,cavallo,data\raw-img\cavallo\OIP-N7ErtR1xbCvwfzjVOsftLAHaFp.jpeg,.jpeg,300,229,3,horse,1.31
6414,cavallo,data\raw-img\cavallo\OIP-N7qygqJOI7r-ojhYG5Qj2AAAAA.jpeg,.jpeg,300,286,3,horse,1.049
6415,cavallo,data\raw-img\cavallo\OIP-N8wJsCLxYhPyWQyiGoxD8gHaFj.jpeg,.jpeg,300,225,3,horse,1.333
6416,cavallo,data\raw-img\cavallo\OIP-N97qgN7mVoh7eA0N4dqLnQHaGU.jpeg,.jpeg,300,256,3,horse,1.172
6417,cavallo,data\raw-img\cavallo\OIP-n98FizN0L5QJK2VXAjF2RwHaFj.jpeg,.jpeg,300,225,3,horse,1.333
6418,cavallo,data\raw-img\cavallo\OIP-naIHugNTzErfDyYmLawiRwHaJ3.jpeg,.jpeg,226,300,3,horse,0.753
6419,cavallo,data\raw-img\cavallo\OIP-nARmcgc5PT2QusfQ2LP8YgAAAA.jpeg,.jpeg,236,158,3,horse,1.494
6420,cavallo,data\raw-img\cavallo\OIP-NAVncQOVgugHmdvfEnFYAwHaJr.jpeg,.jpeg,230,300,3,horse,0.767
6421,cavallo,data\raw-img\cavallo\OIP-NBC1OldQzPIDwONY0Qf6xQHaF5.jpeg,.jpeg,300,239,3,horse,1.255
6422,cavallo,data\raw-img\cavallo\OIP-nBh7TvsQW-CfpdwMBXZ7RAHaE8.jpeg,.jpeg,300,200,3,horse,1.5
6423,cavallo,data\raw-img\cavallo\OIP-nBPmCSV-qaLaromE8r-IegHaFj.jpeg,.jpeg,300,225,3,horse,1.333
6424,cavallo,data\raw-img\cavallo\OIP-nCCtsGFrGHcgGT5JaxYW8QHaF7.jpeg,.jpeg,300,240,3,horse,1.25
6425,cavallo,data\raw-img\cavallo\OIP-NcWleXDiZTts60fNXgwH4AHaFU.jpeg,.jpeg,300,216,3,horse,1.389
6426,cavallo,data\raw-img\cavallo\OIP-nCyYjyJ5cowwF4jMoj080wHaE8.jpeg,.jpeg,300,200,3,horse,1.5
6427,cavallo,data\raw-img\cavallo\OIP-NEcuCDcOX3LVEZxgw0geQgAAAA.jpeg,.jpeg,200,300,3,horse,0.667
6428,cavallo,data\raw-img\cavallo\OIP-NEi5Dl8i1kn3RVD3eqaPqAHaFa.jpeg,.jpeg,300,219,3,horse,1.37
6429,cavallo,data\raw-img\cavallo\OIP-neWetnKAr-h0CuOaESv4hwHaF7.jpeg,.jpeg,300,240,3,horse,1.25
6430,cavallo,data\raw-img\cavallo\OIP-nfKh5OekHyLJhZZg6mQ5sQHaFx.jpeg,.jpeg,300,234,3,horse,1.282
6431,cavallo,data\raw-img\cavallo\OIP-NfmalOLzFbq5D_vDmgnxXgHaHm.jpeg,.jpeg,293,300,3,horse,0.977
6432,cavallo,data\raw-img\cavallo\OIP-nfYkYwlHp2P2--Q6EByk9QHaFj.jpeg,.jpeg,300,225,3,horse,1.333
6433,cavallo,data\raw-img\cavallo\OIP-NHalG0PL4f_1o9j_Wmr2rAHaFk.jpeg,.jpeg,300,226,3,horse,1.327
6434,cavallo,data\raw-img\cavallo\OIP-nHMUDOvWahctuUZaV18lEwAAAA.jpeg,.jpeg,237,263,3,horse,0.901
6435,cavallo,data\raw-img\cavallo\OIP-Ni4_JWQjMKoRUviI7WjgZwEgDY.jpeg,.jpeg,288,216,3,horse,1.333
6436,cavallo,data\raw-img\cavallo\OIP-NigAqPEkc0rIPe7AfwV4jQEsDw.jpeg,.jpeg,300,240,3,horse,1.25
6437,cavallo,data\raw-img\cavallo\OIP-nIUknbB9L_H0y28hPcXesAHaGe.jpeg,.jpeg,300,263,3,horse,1.141
6438,cavallo,data\raw-img\cavallo\OIP-nJOUUe0TgOdMGNEWrTte2QHaFj.jpeg,.jpeg,300,225,3,horse,1.333
6439,cavallo,data\raw-img\cavallo\OIP-Nk0v1s6G88oZeXWgNAnNagAAAA.jpeg,.jpeg,300,190,3,horse,1.579
6440,cavallo,data\raw-img\cavallo\OIP-NkQSs053lVTMoXDYop3NQgHaE6.jpeg,.jpeg,300,199,3,horse,1.508
6441,cavallo,data\raw-img\cavallo\OIP-nKRVxWcKiAjEOCMXqhKXTAHaHo.jpeg,.jpeg,292,300,3,horse,0.973
6442,cavallo,data\raw-img\cavallo\OIP-nL319NMF054GArSLFNftKQHaGW.jpeg,.jpeg,300,257,3,horse,1.167
6443,cavallo,data\raw-img\cavallo\OIP-NlJtEKLzwapBzE1mrh0G9wHaFj.jpeg,.jpeg,300,225,3,horse,1.333
6444,cavallo,data\raw-img\cavallo\OIP-nlndTqJ3-yMotenPowRU9wHaF7.jpeg,.jpeg,300,240,3,horse,1.25
6445,cavallo,data\raw-img\cavallo\OIP-nmBYsWMJDW3Hn7WEScJ1nwHaE7.jpeg,.jpeg,300,200,3,horse,1.5
6446,cavallo,data\raw-img\cavallo\OIP-NMFA7xoLfEumih3NMkv1jAAAAA.jpeg,.jpeg,240,208,3,horse,1.154
6447,cavallo,data\raw-img\cavallo\OIP-NmRPhu0JRTFUwmhy40xmeQHaEK.jpeg,.jpeg,300,169,3,horse,1.775
6448,cavallo,data\raw-img\cavallo\OIP-NnLSg7mPxfkMfyLvGsY9owHaFj.jpeg,.jpeg,300,225,3,horse,1.333
6449,cavallo,data\raw-img\cavallo\OIP-nnTz72hwLlT9NeZwQZMRCgHaH9.jpeg,.jpeg,280,300,3,horse,0.933
6450,cavallo,data\raw-img\cavallo\OIP-NNYLSEpf70gz3qQzdbvCMwAAAA.jpeg,.jpeg,300,240,3,horse,1.25
6451,cavallo,data\raw-img\cavallo\OIP-nOR7e5-ssfVaiw1D5UhUdwHaFk.jpeg,.jpeg,300,226,3,horse,1.327
6452,cavallo,data\raw-img\cavallo\OIP-NOvVgB7yT4Wn-ZSKgXLRaAHaFT.jpeg,.jpeg,300,215,3,horse,1.395
6453,cavallo,data\raw-img\cavallo\OIP-NpGz9SYEAI0D47f3OU7GowHaFj.jpeg,.jpeg,300,225,3,horse,1.333
6454,cavallo,data\raw-img\cavallo\OIP-NPJatsBlKeGTbaPcu9wb3QHaFo.jpeg,.jpeg,300,228,3,horse,1.316
6455,cavallo,data\raw-img\cavallo\OIP-nPMsS3w2WpMC-JGOpneKZwHaFk.jpeg,.jpeg,300,226,3,horse,1.327
6456,cavallo,data\raw-img\cavallo\OIP-Npxx8kemjjTljUyT9-BQgAHaFi.jpeg,.jpeg,300,225,3,horse,1.333
6457,cavallo,data\raw-img\cavallo\OIP-Nq5ozyqG_SDxgovIfg_lIQHaFj.jpeg,.jpeg,300,225,3,horse,1.333
6458,cavallo,data\raw-img\cavallo\OIP-nq88Gmr-v5I6HswZNd7EogHaHk.jpeg,.jpeg,294,300,3,horse,0.98
6459,cavallo,data\raw-img\cavallo\OIP-NQnHNFvTbkH77P7f9H-0BQHaFL.jpeg,.jpeg,300,210,3,horse,1.429
6460,cavallo,data\raw-img\cavallo\OIP-NR8-781QJ4ejjJdJWeSgHQHaFb.jpeg,.jpeg,300,220,3,horse,1.364
6461,cavallo,data\raw-img\cavallo\OIP-nRtSo5zKg9PIpGP59JYUlQHaFx.jpeg,.jpeg,300,234,3,horse,1.282
6462,cavallo,data\raw-img\cavallo\OIP-NrWk-InZW6clIATnG4cZNgHaGe.jpeg,.jpeg,300,263,3,horse,1.141
6463,cavallo,data\raw-img\cavallo\OIP-nsInZjqnHAi2UbA5tw-BjAHaFl.jpeg,.jpeg,300,226,3,horse,1.327
6464,cavallo,data\raw-img\cavallo\OIP-Nu702xl5xzDc0n4aQ1ne2QHaGw.jpeg,.jpeg,300,274,3,horse,1.095
6465,cavallo,data\raw-img\cavallo\OIP-nuAoWQU0yMhy9nEY1XRgzQHaG2.jpeg,.jpeg,300,278,3,horse,1.079
6466,cavallo,data\raw-img\cavallo\OIP-nUdp48oa_-15hS6eo3iijQHaGK.jpeg,.jpeg,300,250,3,horse,1.2
6467,cavallo,data\raw-img\cavallo\OIP-NumW8dm0ajP9yJ6zufeVHgHaE9.jpeg,.jpeg,300,201,3,horse,1.493
6468,cavallo,data\raw-img\cavallo\OIP-nVD2jv79kZcGNJ4Ug5koigHaFG.jpeg,.jpeg,300,207,3,horse,1.449
6469,cavallo,data\raw-img\cavallo\OIP-NVhgGekbMjUL_d2peg2BaAHaKH.jpeg,.jpeg,220,300,3,horse,0.733
6470,cavallo,data\raw-img\cavallo\OIP-nVleR-bhTJx_DcVU5EBKVgHaGu.jpeg,.jpeg,300,273,3,horse,1.099
6471,cavallo,data\raw-img\cavallo\OIP-NVTUZpS1VTN0c6cknJY3YgHaHs.jpeg,.jpeg,290,300,3,horse,0.967
6472,cavallo,data\raw-img\cavallo\OIP-nWDhrWqdMwK0GjniVeURjAAAAA.jpeg,.jpeg,300,224,3,horse,1.339
6473,cavallo,data\raw-img\cavallo\OIP-nXi4IOiQEqoMRJMb2dNH2gHaFX.jpeg,.jpeg,300,218,3,horse,1.376
6474,cavallo,data\raw-img\cavallo\OIP-Nxp3h44oxqodqIeO7UzRbgHaLJ.jpeg,.jpeg,200,300,3,horse,0.667
6475,cavallo,data\raw-img\cavallo\OIP-nxqnbyow-5NOUmgXjkTjkgHaFj.jpeg,.jpeg,300,225,3,horse,1.333
6476,cavallo,data\raw-img\cavallo\OIP-NyxFAlazi-wnh4PQcL4g1wHaFj.jpeg,.jpeg,300,225,3,horse,1.333
6477,cavallo,data\raw-img\cavallo\OIP-NyxLh_xIj2CQpN83Jklg7AHaFy.jpeg,.jpeg,300,235,3,horse,1.277
6478,cavallo,data\raw-img\cavallo\OIP-nZSmIm9j5X7f-ZUU6udF7AHaFj.jpeg,.jpeg,300,225,3,horse,1.333
6479,cavallo,data\raw-img\cavallo\OIP-N_4Dx4Y_6CJ1INXmLAXowAHaFJ.jpeg,.jpeg,300,209,3,horse,1.435
6480,cavallo,data\raw-img\cavallo\OIP-o-EodgjQsVUKzC7K7YZLzQHaIr.jpeg,.jpeg,257,300,3,horse,0.857
6481,cavallo,data\raw-img\cavallo\OIP-o031RRzuEs5LqERR7-IEjAHaE9.jpeg,.jpeg,300,201,3,horse,1.493
6482,cavallo,data\raw-img\cavallo\OIP-O093GO9yD4mulcAgzdIL6gHaGl.jpeg,.jpeg,300,267,3,horse,1.124
6483,cavallo,data\raw-img\cavallo\OIP-o0Al9sHXrf9Guj-VkQZHiAHaFi.jpeg,.jpeg,300,225,3,horse,1.333
6484,cavallo,data\raw-img\cavallo\OIP-o1NDKvAKSzUSZcYoPFYfzwHaFD.jpeg,.jpeg,300,205,3,horse,1.463
6485,cavallo,data\raw-img\cavallo\OIP-O2RmSWLZyh-5o83Rop7qgQHaE7.jpeg,.jpeg,300,200,3,horse,1.5
6486,cavallo,data\raw-img\cavallo\OIP-o2V6S2G87JLtRJ4-M0G9lwHaFj.jpeg,.jpeg,300,225,3,horse,1.333
6487,cavallo,data\raw-img\cavallo\OIP-o2ZYrM3JqPQkvCSTn91ilAHaEV.jpeg,.jpeg,300,176,3,horse,1.705
6488,cavallo,data\raw-img\cavallo\OIP-o3wPtM7U6DkaNbdt3KXjbQHaJi.jpeg,.jpeg,234,300,3,horse,0.78
6489,cavallo,data\raw-img\cavallo\OIP-O4J1Ne58NEbX2ey9YK1y9QAAAA.jpeg,.jpeg,300,244,3,horse,1.23
6490,cavallo,data\raw-img\cavallo\OIP-o4y6llUKxDJJWTENIWZidgAAAA.jpeg,.jpeg,300,225,3,horse,1.333
6491,cavallo,data\raw-img\cavallo\OIP-O5B1JhmVtQVPVzgx8Aa7WAHaFP.jpeg,.jpeg,300,213,3,horse,1.408
6492,cavallo,data\raw-img\cavallo\OIP-O5WpxOqtdBPculR0F_mT5QAAAA.jpeg,.jpeg,252,300,3,horse,0.84
6493,cavallo,data\raw-img\cavallo\OIP-o6RkvnnDYxjjpHPfMKLdLgHaH1.jpeg,.jpeg,284,300,3,horse,0.947
6494,cavallo,data\raw-img\cavallo\OIP-O7LjxZdm7LoAMHoDt2cQ5QHaHa.jpeg,.jpeg,300,300,3,horse,1.0
6495,cavallo,data\raw-img\cavallo\OIP-o8F7pVIHPLHnNKQJR-tRPgHaGe.jpeg,.jpeg,300,263,3,horse,1.141
6496,cavallo,data\raw-img\cavallo\OIP-o8q5c28cMn-zaObbHT4rLQHaE6.jpeg,.jpeg,300,199,3,horse,1.508
6497,cavallo,data\raw-img\cavallo\OIP-o99otBswlIB67PPgT_KxfQHaFl.jpeg,.jpeg,300,226,3,horse,1.327
6498,cavallo,data\raw-img\cavallo\OIP-o9A7j1iqbVVAtmm76xIH_QHaGz.jpeg,.jpeg,300,276,3,horse,1.087
